id,name,category,address,city,rating,review_count,description,gf_level,kosher,price,website_url,menu_url,opening_hours,image_urls,created_at,updated_at
d4bc8a28-f6b1-4888-b077-6a9f23f75cf4,Mojo's,meat,"Queen Shlomziyon 1, Jerusalem",Jerusalem,4.7,,Kosher meat restaurant with many GF-adapted dishes.,GF Options,t,₪₪₪,https://www.google.com/maps/place/?q=place_id:ChIJx8G1r8opAxURdumv_ZmqpiY,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
9569a469-6682-4d47-b45e-f5b517141018,Black Bar & Burger,meat,Multiple locations nationwide,Tel Aviv,4.3,,National chain — all 12 branches offer a full GF menu including burgers.,GF Options,t,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJAQBwEsYLHRURfCTM0em7Zs0,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
406faeef-204b-4ec5-9985-5269a75222d0,Caramel,meat,Akko,Akko,4.5,,100% GF bakery/café with schnitzel and burgers too. Fully dedicated!,100% GF,t,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1544025162-d76694265947?w=800&q=80,https://images.unsplash.com/photo-1558030006-450675393462?w=800&q=80,https://images.unsplash.com/photo-1529692236671-f1f6cf9683ba?w=800&q=80,https://images.unsplash.com/photo-1603360946369-dc9bb6258143?w=800&q=80}",2026-03-08 16:19:21.350722+00,2026-03-08 16:36:36.248993+00
01ecab79-8f7e-4432-84b6-5f85cb8f961e,CAFENETO,cafe,Ra'anana,Ra'anana,4.3,,"GF menu including breads, desserts, pastas, and sandwiches.",GF Options,t,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
9a6caf4e-3b02-4777-936f-97e56b43bf52,Nono Mimi,cafe,Kfar Saba,Kfar Saba,4.2,,GF breads and pizzas available.,GF Options,t,₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
64d8045b-6ed9-4724-8ac8-389c0ec0ca4d,Biga,cafe,Hadera,Hadera,4.3,,"GF breads, desserts, pizzas and sandwiches.",GF Options,t,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
cdfc69dd-7e4b-4de8-8084-381cbaa44968,Café Gan Sipur,cafe,Herzliya,Herzliya,4.2,,GF breads and pizzas in a charming garden setting.,GF Options,f,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
fd652040-e3b3-4e65-8fcf-4ded1fbc3062,Bretonne,cafe,Tel Aviv,Tel Aviv,4.4,,Celiac-friendly café with vegan and allergen-free options.,GF Options,f,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
33a189a5-c4f7-4c4b-8c6b-3081ed08f0a2,Goodness,cafe,"King George 32, Tel Aviv",Tel Aviv,4.3,,Vegan food with gluten-free options throughout the menu.,GF Options,f,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
d85b7d1d-3ea6-4f9e-ad18-80218fc4e665,Cafe Xoho,cafe,"Ben Yehuda 73, Tel Aviv",Tel Aviv,4.3,,Healthy café with GF options and fresh smoothies.,GF Options,f,₪₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
0f610e9e-e6a5-4faa-9572-4d68efb8366e,Garden Coffee,cafe,"Gan Yarok, Ramat HaSharon",Ramat HaSharon,4.4,,"Coffee cart with GF cookies, pastries and desserts.",GF Options,f,₪,,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 16:36:36.248993+00
6e3a147b-9275-4379-99d1-e5a38d2f3683,Blikemach (בלי קמח),cafe,Tel Aviv,Tel Aviv,4.6,,"100% GF boutique bakery — bagels, breads, croissants, cookies. European vibe.",100% GF,t,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJkYZoyzRJHRURaaxEf5_NbQc,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 19:51:32.229386+00
c3557736-c465-4595-8132-08ee86d54682,Judith Gluten Free,cafe,"Agrippas 21, Jerusalem",Jerusalem,4.5,,Dedicated 100% gluten-free restaurant in the heart of Jerusalem.,100% GF,t,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJ5d1nfJnXAhURmj8puAnCIdA,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 19:51:32.229386+00
224be1b9-f181-47e3-b30b-29c4fb99f25c,Anastasia,cafe,"Frishman 54, Tel Aviv",Tel Aviv,4.4,,Vegan café with many GF dishes. A local favorite.,GF Options,f,₪₪,https://www.google.com/maps/place/?q=place_id:ChIJJVVFb4dLHRURiqi8S89_4i8,,"{""Friday"": ""10:00 – 15:00"", ""Monday"": ""10:00 – 23:00"", ""Sunday"": ""10:00 – 23:00"", ""Tuesday"": ""10:00 – 23:00"", ""Saturday"": ""20:00 – 23:00"", ""Thursday"": ""10:00 – 23:00"", ""Wednesday"": ""10:00 – 23:00""}","{https://images.unsplash.com/photo-1554118811-1e0d58224f24?w=800&q=80,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=800&q=80,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=800&q=80,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?w=800&q=80}",2026-03-08 16:19:55.426801+00,2026-03-08 19:51:32.229386+00
